8.41607922e+03	3.10900362e+01	1.73375718e+01	1.41539046e+02	0.00000000e+00	6.42269973e-01	1	1	2
1.02687300e+04	4.62875275e+01	1.55747410e+01	1.74378674e+02	1.10478864e-01	6.95746561e-01	2	1	3
1.22792194e+04	5.94159318e+01	7.36811798e+00	8.18779380e+01	4.05160521e-01	7.56485082e-01	3	1	4
1.77609857e+04	1.62670301e+01	1.85434620e+01	3.73700705e+01	0.00000000e+00	6.84559934e-01	1	1	2
2.87383148e+04	3.31380755e+01	8.72370951e+00	1.61236751e+02	-5.41900494e-01	1.29456819e-01	2	1	3
4.20551881e+04	4.09152400e+01	2.25181099e+01	1.43609442e+02	8.34979846e-02	6.76277072e-01	3	1	4
4.43965626e+04	1.86007633e+01	3.25729520e+01	1.37646009e+02	0.00000000e+00	6.45693869e-01	1	1	2
5.33465030e+04	4.88965956e+01	2.86291344e+01	1.33322393e+02	-4.03788768e-01	4.74831850e-01	2	1	3
5.57822768e+04	6.50227169e+01	3.04585184e+01	1.63587714e+02	4.38972975e-01	8.33901181e-01	4	1	5
5.59149495e+04	8.96409047e+01	2.42254932e+01	1.63269229e+02	6.40373579e-01	8.97405786e-01	5	1	6
6.18176404e+04	1.32055821e+01	6.04452555e+01	1.43855042e+02	5.55020623e-01	8.90035476e-01	1	4	5
7.29349361e+04	2.38089433e+01	7.15549317e+01	1.74109751e+02	6.67825456e-01	1.02875088e+00	1	5	6
