9.37007415e+03	3.04585184e+01	2.42254932e+01	6.41690158e+01	0.00000000e+00	6.79797954e-01	1	1	2
1.06131619e+04	2.38089433e+01	5.20809197e+01	1.65737183e+02	4.66524793e-01	9.20564041e-01	1	2	3
1.36719834e+04	7.24890361e+01	3.10900362e+01	1.70294455e+02	-6.44249833e-01	2.55020743e-01	3	1	4
2.23818656e+04	1.32055821e+01	1.73375718e+01	7.54644219e+01	0.00000000e+00	6.76888919e-01	1	1	2
2.30371764e+04	1.00672871e+02	2.90974265e+01	2.40079177e+02	-4.60655850e-02	4.61991963e-01	4	2	5
2.34573026e+04	8.72370951e+00	1.85434620e+01	1.63184864e+02	-0.00000000e+00	6.14409902e-01	1	1	2
3.12699236e+04	1.25974205e+02	2.61292621e+01	1.38353679e+02	-2.77081080e-01	1.85037026e-01	5	2	6
3.50579449e+04	1.48913344e+02	2.25181099e+01	1.02961120e+02	1.60731777e-01	4.77843437e-01	6	1	7
3.52119880e+04	1.62670301e+01	1.55747410e+01	1.25049352e+01	0.00000000e+00	6.86633197e-01	1	1	2
3.55928693e+04	1.67218691e+02	3.03058495e+01	1.23376490e+02	-5.09877689e-01	9.54374148e-02	7	2	8
5.38605327e+04	1.93845014e+02	3.25729520e+01	1.14809117e+02	8.17075930e-02	4.40079212e-01	8	1	9
6.66460498e+04	7.36811798e+00	2.69849749e+01	1.64031783e+02	0.00000000e+00	4.96822725e-01	1	1	2
6.70955900e+04	2.20797167e+02	3.32538163e+01	1.02514261e+02	-4.47506612e-01	4.94408405e-02	9	2	10
