3.54624934e+03	3.10900362e+01	1.73375718e+01	1.41539046e+02	0.00000000e+00	6.42269973e-01	1	1	2
4.29632136e+03	1.62670301e+01	7.36811798e+00	1.66492837e+02	0.00000000e+00	6.07468580e-01	1	1	2
1.37198924e+04	1.32055821e+01	4.62875275e+01	1.67049843e+02	-4.99706424e-01	1.10685983e-01	1	2	3
1.90215608e+04	2.38089433e+01	5.76052120e+01	1.72238985e+02	-7.83167191e-02	5.34078513e-01	1	3	4
2.08499613e+04	3.04585184e+01	2.42254932e+01	6.41690158e+01	0.00000000e+00	6.79797954e-01	1	1	2
2.67281832e+04	8.72370951e+00	2.19555574e+01	1.73761875e+02	0.00000000e+00	5.81706155e-01	1	1	2
2.80079403e+04	1.87373854e+01	2.33572901e+01	6.18872940e+01	0.00000000e+00	6.80316102e-01	1	1	2
3.00607803e+04	1.86007633e+01	4.00888503e+01	1.64455068e+02	-1.78041993e-01	5.63780122e-01	1	2	3
3.64731408e+04	1.55747410e+01	2.94851728e+01	1.49643527e+02	-3.80642119e-01	3.78893580e-01	1	2	3
4.94672966e+04	7.82254928e+01	4.32576916e+01	1.42868353e+02	-2.08987734e-01	5.21430356e-01	4	3	5
6.61557037e+04	2.33776924e+01	1.77327178e+01	7.65226431e+01	-0.00000000e+00	6.76585560e-01	1	1	2
6.84942017e+04	1.58760908e+01	2.71163498e+01	1.33329442e+02	0.00000000e+00	6.49163240e-01	1	1	2
6.85546541e+04	4.10659763e+01	3.91656425e+01	2.34046475e+02	-1.98932649e-03	6.86488871e-01	2	2	3
7.51965509e+04	1.17081059e+02	2.26630689e+01	1.30770480e+02	5.34100370e-01	7.27606512e-01	5	2	6
7.53939002e+04	1.34286372e+02	5.20809197e+01	2.75783807e+02	3.34299727e-01	8.10123567e-01	6	2	7
7.55744055e+04	1.75601696e+02	5.63280134e+01	1.72981299e+02	4.96437182e-01	8.63743828e-01	7	3	8
7.68033146e+04	2.18087518e+02	2.19441527e+01	6.24303383e+01	-7.84619881e-01	4.04747085e-01	8	1	9
