0.00000000e+00	1	1.30599869e+00	3.53028260e-03	4.83582013e+00	4.19348611e-05	0.00000000e+00
0.00000000e+00	2	1.39085418e+00	6.25276261e-04	2.05178940e+00	1.62516252e-05	0.00000000e+00
0.00000000e+00	3	1.97329231e+00	1.94234629e-05	1.34549415e-02	1.94514139e-05	0.00000000e+00
0.00000000e+00	4	1.50496926e+00	6.14863923e-05	7.12838512e-01	1.59115777e-05	0.00000000e+00
0.00000000e+00	5	1.31677712e+00	1.83048533e-05	1.79434180e+02	3.04585184e-05	0.00000000e+00
0.00000000e+00	6	1.80982425e+00	2.42101450e-03	3.99532690e+00	1.51330822e-05	0.00000000e+00
0.00000000e+00	7	1.18529857e+00	1.65862708e-04	1.10534709e+00	2.02523877e-05	0.00000000e+00
0.00000000e+00	8	1.95631518e+00	1.08544251e-03	2.69958398e+00	2.55457827e-05	0.00000000e+00
0.00000000e+00	9	1.37661392e+00	3.95345261e-05	5.93333025e-01	1.40866923e-05	0.00000000e+00
0.00000000e+00	10	1.24293483e+00	3.13550679e-03	4.53611555e+00	6.63451957e-06	0.00000000e+00
5.00000000e-03	1	1.30597957e+00	3.51569633e-03	4.83582014e+00	4.19348611e-05	0.00000000e+00
5.00000000e-03	2	1.39085132e+00	6.23217238e-04	2.05178942e+00	1.62516252e-05	0.00000000e+00
5.00000000e-03	3	1.97332519e+00	3.94524755e-06	1.34618251e-02	1.94514139e-05	0.00000000e+00
5.00000000e-03	4	1.50496457e+00	5.83643899e-05	7.12838512e-01	1.59115777e-05	0.00000000e+00
5.00000000e-03	5	1.31677968e+00	2.02528951e-05	1.79434180e+02	3.04585184e-05	0.00000000e+00
5.00000000e-03	6	1.80982647e+00	2.42223598e-03	3.99532691e+00	1.51330822e-05	0.00000000e+00
5.00000000e-03	7	1.18528809e+00	1.57026234e-04	1.10534709e+00	2.02523877e-05	0.00000000e+00
5.00000000e-03	8	1.95629740e+00	1.07636527e-03	2.69958432e+00	2.55457827e-05	0.00000000e+00
5.00000000e-03	9	1.37660646e+00	3.41116461e-05	5.93333023e-01	1.40866923e-05	0.00000000e+00
5.00000000e-03	10	1.24293207e+00	3.13328979e-03	4.53611556e+00	6.63451957e-06	0.00000000e+00
1.73249074e-02	1	1.30593242e+00	3.47973058e-03	4.83582032e+00	4.19348611e-05	0.00000000e+00
1.73249074e-02	2	1.39084523e+00	6.18840973e-04	2.05178971e+00	1.62516252e-05	0.00000000e+00
1.73249074e-02	3	1.97340621e+00	3.95192594e-05	1.35371527e-02	1.94514139e-05	0.00000000e+00
1.73249074e-02	4	1.50495299e+00	5.06760800e-05	7.12838519e-01	1.59115777e-05	0.00000000e+00
1.73249074e-02	5	1.31678651e+00	2.54633903e-05	1.79434180e+02	3.04585184e-05	0.00000000e+00
1.73249074e-02	6	1.80983199e+00	2.42527413e-03	3.99532698e+00	1.51330822e-05	0.00000000e+00
1.73249074e-02	7	1.18526228e+00	1.35244997e-04	1.10534708e+00	2.02523877e-05	0.00000000e+00
1.73249074e-02	8	1.95625362e+00	1.05400897e-03	2.69958808e+00	2.55457827e-05	0.00000000e+00
1.73249074e-02	9	1.37658805e+00	2.07472738e-05	5.93333006e-01	1.40866923e-05	0.00000000e+00
1.73249074e-02	10	1.24292525e+00	3.12782110e-03	4.53611565e+00	6.63451957e-06	0.00000000e+00
1.10861420e+00	1	1.30162713e+00	1.36417723e-03	4.83544550e+00	4.19348611e-05	0.00000000e+00
1.10861420e+00	2	1.38913676e+00	5.59087360e-04	2.05308830e+00	1.62516252e-05	0.00000000e+00
1.10861420e+00	3	1.98078032e+00	3.78812565e-03	8.79350125e-02	1.94514139e-05	0.00000000e+00
1.10861420e+00	4	1.50394796e+00	6.08034878e-04	7.12760230e-01	1.59115777e-05	0.00000000e+00
1.10861420e+00	5	1.31663767e+00	2.50687521e-04	1.79432924e+02	3.04585184e-05	0.00000000e+00
1.10861420e+00	6	1.81016595e+00	2.58435805e-03	3.99510637e+00	1.51330822e-05	0.00000000e+00
1.10861420e+00	7	1.18298051e+00	1.74848588e-03	1.10494104e+00	2.02523877e-05	0.00000000e+00
1.10861420e+00	8	1.95241289e+00	9.49037859e-04	2.71392878e+00	2.55457827e-05	0.00000000e+00
1.10861420e+00	9	1.37498645e+00	1.12860494e-03	5.93121572e-01	1.40866923e-05	0.00000000e+00
1.10861420e+00	10	1.24233151e+00	2.68303055e-03	4.53627399e+00	6.63451957e-06	0.00000000e+00
2.01149032e+00	1	1.29817173e+00	3.61997045e-03	4.83208766e+00	4.19348611e-05	0.00000000e+00
2.01149032e+00	2	1.38789852e+00	1.34457537e-03	2.05155724e+00	1.62516252e-05	0.00000000e+00
